Marka,Model,Depolama,RAM,Yaş,Fiyat
Apple,iPhone 12,256,8,0,28414.19
Samsung,Galaxy S21,128,8,4,15784.96
OnePlus,8T,128,6,1,16451.23
Samsung,Galaxy S20,64,6,5,10167.84
Huawei,P40,128,12,2,14375.28
OnePlus,8T,128,8,5,15510.68
Apple,iPhone 11,64,8,3,17566.42
Samsung,Galaxy S10,128,4,0,17854.14
Huawei,Mate 40,256,4,5,21811.77
Huawei,Mate 40,64,12,5,9594.24
OnePlus,8T,64,8,0,13414.14
Apple,iPhone 11,256,6,4,24972.31
Samsung,Galaxy S10,64,12,5,12339.61
Oppo,Find X3,64,6,3,9222.95
Oppo,Find X3,64,4,2,10642.82
Oppo,Find X3,128,12,3,14329.56
Huawei,P30,128,6,1,18244.0
Oppo,A15,256,12,0,23443.48
Apple,iPhone 12,256,12,0,29347.74
OnePlus,8T,128,4,1,17392.06
Oppo,A15,128,12,0,17198.79
Xiaomi,Redmi Note 8,128,12,3,14395.85
OnePlus,9 Pro,64,4,4,10783.4
Apple,iPhone 10,128,8,4,17177.2
Samsung,Galaxy S20,256,6,1,23819.26
Xiaomi,Redmi Note 9,128,8,1,14481.34
Samsung,Galaxy S21,256,4,2,26333.71
Huawei,P30,64,12,4,10749.97
Oppo,A15,128,8,5,11171.99
Apple,iPhone 10,64,4,2,14201.83
Apple,iPhone 11,128,8,3,19771.26
Oppo,Find X3,128,6,3,11249.69
Samsung,Galaxy S20,128,6,0,17908.23
Oppo,Find X3,64,6,4,8465.26
Xiaomi,Redmi Note 8,64,4,5,7353.96
Oppo,Find X3,128,12,5,10262.38
Oppo,Find X3,256,6,4,22060.39
Xiaomi,Mi 11,256,12,4,18848.73
Huawei,Mate 40,256,8,1,27678.24
Samsung,Galaxy S10,64,8,0,14495.1
Oppo,Reno 5,128,6,3,13769.07
Xiaomi,Mi 11,64,12,1,11165.92
Samsung,Galaxy S20,128,12,5,16262.9
OnePlus,Nord,256,4,5,19343.94
Huawei,P30,64,4,0,12454.56
Xiaomi,Mi 11,256,8,2,23023.63
Oppo,A15,64,8,1,9502.53
Huawei,P30,128,6,3,12440.95
Xiaomi,Mi 11,256,4,4,19036.53
Xiaomi,Mi 11,256,6,5,21437.52
Oppo,Find X3,64,8,0,11604.58
Huawei,P30,128,12,3,15731.23
Samsung,Galaxy S10,256,4,2,24735.37
Apple,iPhone 10,128,8,5,16088.86
Oppo,A15,128,12,5,12135.86
OnePlus,9 Pro,128,8,1,19651.84
OnePlus,8T,64,8,3,14179.66
Oppo,Reno 5,256,4,3,23258.52
Samsung,Galaxy S21,128,6,1,19911.44
Oppo,Find X3,256,4,5,19525.92
Huawei,Mate 40,256,4,5,20391.23
Samsung,Galaxy S10,64,12,4,13848.37
OnePlus,8T,128,6,0,20482.77
Huawei,Mate 40,64,12,5,9260.24
Xiaomi,Redmi Note 9,64,8,0,12105.52
Apple,iPhone 10,64,4,1,15319.28
Huawei,P30,256,12,3,25743.6
OnePlus,9 Pro,128,4,3,17931.85
Xiaomi,Redmi Note 9,256,4,1,24440.79
Xiaomi,Redmi Note 8,256,8,5,19677.84
Samsung,Galaxy S20,128,12,4,17366.01
Samsung,Galaxy S20,64,12,1,16773.87
OnePlus,8T,64,12,4,12301.52
Huawei,P30,64,6,4,8174.57
Xiaomi,Mi 11,64,12,2,10068.15
OnePlus,8T,64,6,5,11125.01
Apple,iPhone 11,64,12,5,14767.62
Apple,iPhone 11,128,8,4,18597.86
OnePlus,8T,64,12,1,12956.17
Oppo,A15,128,6,1,12849.75
OnePlus,8T,64,12,3,12250.09
Xiaomi,Redmi Note 8,256,8,1,22633.5
Oppo,A15,64,4,4,7849.96
Huawei,P40,64,12,5,8272.25
Xiaomi,Mi 11,256,8,3,21346.91
Huawei,P30,128,4,2,16525.9
Xiaomi,Redmi Note 9,128,8,4,12782.16
Oppo,Reno 5,256,12,5,18280.22
OnePlus,9 Pro,128,12,5,16673.78
Oppo,Reno 5,256,4,4,17755.26
Huawei,P30,64,6,5,7882.6
Oppo,Find X3,256,4,2,18841.01
OnePlus,9 Pro,256,4,0,27707.85
Huawei,P40,128,6,1,15698.59
Samsung,Galaxy S10,64,8,4,12087.22
OnePlus,8T,128,4,4,16263.86
Oppo,A15,256,12,4,22595.44
Samsung,Galaxy S10,256,4,5,24384.13
Apple,iPhone 10,128,12,1,23720.31
Oppo,Find X3,128,4,5,10543.6
Huawei,P30,128,8,0,16562.64
Samsung,Galaxy S21,64,8,5,11084.2
Xiaomi,Redmi Note 8,128,8,4,11772.84
Oppo,Find X3,128,6,4,12124.21
Huawei,P30,64,8,0,14214.84
Oppo,Reno 5,256,6,5,16777.98
OnePlus,Nord,64,8,5,9219.06
Samsung,Galaxy S10,128,6,0,18214.94
Huawei,P30,256,6,2,20163.96
Samsung,Galaxy S21,128,12,3,19548.53
OnePlus,8T,128,6,5,14028.03
Xiaomi,Mi 11,128,12,3,14040.37
Samsung,Galaxy S21,256,4,5,23552.79
Xiaomi,Redmi Note 8,256,12,4,23109.16
OnePlus,8T,256,12,4,26030.64
OnePlus,9 Pro,256,8,1,28673.31
Oppo,A15,256,4,1,21352.41
Xiaomi,Redmi Note 8,64,6,4,7130.28
Huawei,Mate 40,64,4,5,9164.0
Oppo,Reno 5,64,8,1,9453.0
Oppo,A15,256,6,3,18582.05
OnePlus,Nord,128,8,4,17065.99
Huawei,P40,64,8,2,10342.56
Samsung,Galaxy S21,128,4,5,16272.45
Oppo,A15,256,12,5,19620.42
Xiaomi,Redmi Note 9,64,8,2,10141.29
Xiaomi,Redmi Note 9,64,4,1,11749.75
Xiaomi,Redmi Note 8,64,6,5,7784.86
Xiaomi,Mi 11,128,6,4,14139.18
Oppo,Find X3,128,6,0,14616.32
Apple,iPhone 10,64,6,0,17916.62
Huawei,Mate 40,128,8,3,15519.46
Huawei,Mate 40,64,4,1,14296.87
Huawei,P40,256,4,5,19333.03
Huawei,P40,256,12,2,26284.25
Apple,iPhone 11,128,4,2,20722.08
OnePlus,9 Pro,256,4,3,24275.27
Oppo,Reno 5,256,4,4,17365.25
Oppo,Find X3,64,4,1,10412.83
Samsung,Galaxy S10,64,12,5,12708.03
Oppo,Reno 5,256,6,1,20189.1
Apple,iPhone 12,64,6,4,14166.51
Xiaomi,Mi 11,128,8,2,16579.85
Apple,iPhone 11,128,8,4,16412.83
Huawei,P30,64,6,0,14105.93
Samsung,Galaxy S10,64,12,1,14273.43
Oppo,Find X3,256,6,5,17556.58
Apple,iPhone 12,256,8,3,30178.58
OnePlus,9 Pro,64,6,0,14477.3
Oppo,Find X3,64,12,0,11448.43
Samsung,Galaxy S10,128,12,2,17869.11
Samsung,Galaxy S21,256,6,1,31382.52
OnePlus,Nord,256,6,5,22829.76
Apple,iPhone 10,64,4,2,17279.26
Samsung,Galaxy S21,256,12,1,29186.44
Apple,iPhone 12,64,12,4,14443.96
Huawei,P40,64,8,2,10954.74
Apple,iPhone 12,256,8,2,29687.84
OnePlus,Nord,256,8,3,23832.32
Oppo,Reno 5,64,6,4,7658.44
Samsung,Galaxy S20,64,8,3,14425.63
Xiaomi,Mi 11,128,12,5,13357.1
Oppo,Find X3,128,4,0,14063.36
OnePlus,9 Pro,256,12,2,24462.29
Samsung,Galaxy S10,256,8,3,25847.92
Huawei,Mate 40,128,8,3,14805.87
OnePlus,9 Pro,128,4,3,16705.38
Xiaomi,Mi 11,128,8,5,12912.63
Huawei,P40,256,8,2,26300.92
Samsung,Galaxy S21,256,8,1,28493.9
OnePlus,Nord,128,6,4,14323.84
Samsung,Galaxy S21,128,8,4,15029.03
Apple,iPhone 10,256,12,4,30047.01
Samsung,Galaxy S21,64,8,3,15103.41
Apple,iPhone 10,64,4,5,10933.93
Huawei,Mate 40,64,6,0,14333.7
OnePlus,9 Pro,256,6,0,31784.71
Oppo,Find X3,256,12,5,21783.27
Huawei,Mate 40,256,6,5,21170.75
Oppo,Find X3,128,12,5,12079.52
Xiaomi,Redmi Note 9,64,6,2,11442.62
OnePlus,9 Pro,256,8,5,22545.94
Oppo,Find X3,128,4,1,13638.63
Apple,iPhone 10,256,6,1,26200.12
OnePlus,8T,128,8,3,16574.0
OnePlus,8T,256,6,4,20383.31
Huawei,P40,64,8,5,8814.81
Apple,iPhone 11,128,8,0,25597.63
Oppo,Find X3,256,12,4,17942.16
Xiaomi,Redmi Note 9,128,4,4,11449.83
Oppo,Reno 5,128,8,1,14703.25
OnePlus,9 Pro,64,12,2,15430.53
Samsung,Galaxy S20,256,12,4,21762.29
OnePlus,Nord,256,6,1,27012.42
Huawei,P30,256,6,3,19184.88
Samsung,Galaxy S10,256,4,1,29225.75
Apple,iPhone 12,64,8,2,18461.22
Xiaomi,Redmi Note 8,128,12,5,12155.97
Samsung,Galaxy S10,64,8,0,14162.33
Samsung,Galaxy S21,256,6,0,31692.69
Samsung,Galaxy S20,64,4,3,11036.15
Samsung,Galaxy S20,256,12,2,27011.22
Apple,iPhone 11,256,12,0,32650.29
Oppo,Reno 5,64,8,4,7562.46
Xiaomi,Redmi Note 8,64,12,1,12675.45
Samsung,Galaxy S10,256,12,0,26000.64
Xiaomi,Redmi Note 8,256,4,2,21010.71
Huawei,P30,64,12,0,14315.48
OnePlus,Nord,128,12,1,20686.42
Apple,iPhone 11,256,6,3,25228.99
Xiaomi,Redmi Note 8,64,12,5,8139.35
OnePlus,8T,256,4,0,28951.51
Oppo,Find X3,128,6,2,13769.38
Samsung,Galaxy S20,128,8,3,18739.74
Samsung,Galaxy S10,128,6,1,16178.4
Apple,iPhone 10,64,8,4,12264.84
Xiaomi,Redmi Note 8,256,4,1,25422.54
Oppo,A15,256,12,2,22980.21
OnePlus,Nord,128,8,5,11968.32
Xiaomi,Mi 11,128,8,2,14715.28
OnePlus,9 Pro,64,4,1,12879.43
Samsung,Galaxy S10,64,8,2,12415.39
Oppo,Reno 5,64,8,5,6760.75
Xiaomi,Mi 11,256,4,3,21790.38
Oppo,Reno 5,256,8,2,23724.22
Samsung,Galaxy S10,256,4,1,24535.88
Apple,iPhone 10,256,12,3,29653.65
Huawei,Mate 40,256,6,1,27080.49
OnePlus,8T,128,4,5,12221.45
Samsung,Galaxy S21,128,12,2,17571.89
Huawei,P30,256,6,3,21014.37
Huawei,P40,64,12,5,9195.89
Oppo,Find X3,64,8,4,8588.81
Xiaomi,Redmi Note 9,64,4,1,10444.41
Huawei,P30,64,6,2,12312.08
Apple,iPhone 11,128,6,3,19565.4
Huawei,P40,64,4,1,13634.22
Samsung,Galaxy S21,128,4,3,18643.66
OnePlus,8T,64,8,1,15995.96
Xiaomi,Mi 11,256,8,0,27317.5
OnePlus,9 Pro,64,4,3,11493.43
Oppo,A15,256,6,5,18332.25
Xiaomi,Redmi Note 9,128,12,4,13900.83
OnePlus,9 Pro,64,6,2,14140.13
Oppo,Find X3,256,4,3,20873.1
Samsung,Galaxy S20,128,8,5,14400.17
OnePlus,8T,128,12,5,15654.19
Xiaomi,Mi 11,64,6,3,9355.6
Xiaomi,Mi 11,256,4,4,18069.82
Xiaomi,Redmi Note 8,128,6,2,15312.71
Huawei,Mate 40,256,8,1,26992.73
Apple,iPhone 12,256,6,1,32074.44
Oppo,Find X3,128,8,3,15151.89
Oppo,Reno 5,64,4,5,5543.08
OnePlus,8T,256,8,2,24709.21
Oppo,Find X3,128,4,2,13592.04
Samsung,Galaxy S10,128,8,1,21330.87
Samsung,Galaxy S21,256,8,2,30482.32
Apple,iPhone 10,64,12,3,13827.67
Xiaomi,Redmi Note 9,128,4,4,11504.01
Xiaomi,Redmi Note 9,128,6,3,14908.15
Huawei,P30,256,8,3,25075.97
OnePlus,9 Pro,128,12,0,18022.35
Apple,iPhone 12,256,12,2,33946.86
Oppo,Reno 5,128,6,1,14478.76
Apple,iPhone 11,64,4,2,16795.27
Samsung,Galaxy S21,64,4,4,11248.9
Apple,iPhone 12,64,12,2,16286.21
Samsung,Galaxy S21,64,4,5,11102.94
Xiaomi,Mi 11,128,12,1,16249.35
Samsung,Galaxy S10,64,12,1,16298.57
Samsung,Galaxy S10,128,8,0,19475.15
Apple,iPhone 12,256,6,3,25495.3
Oppo,Reno 5,256,4,1,20714.5
Xiaomi,Redmi Note 9,128,8,2,13359.89
Xiaomi,Redmi Note 9,128,6,5,12231.91
OnePlus,Nord,128,8,0,20814.79
Oppo,A15,128,12,1,13905.09
Samsung,Galaxy S20,64,8,3,14139.89
Huawei,P30,64,8,1,10979.54
Xiaomi,Mi 11,64,4,4,9725.87
Huawei,P40,256,6,5,18988.72
OnePlus,9 Pro,64,6,3,12360.98
Samsung,Galaxy S20,128,8,1,21956.47
Apple,iPhone 12,64,8,3,16527.97
Huawei,P40,256,12,1,23262.96
Huawei,Mate 40,64,8,5,8975.04
Xiaomi,Redmi Note 8,64,4,2,11026.26
Oppo,Reno 5,128,4,5,10521.99
Apple,iPhone 10,256,8,2,26656.46
OnePlus,9 Pro,256,12,4,23297.58
Huawei,Mate 40,256,8,5,19363.84
Apple,iPhone 11,256,4,0,29163.68
Huawei,P30,256,6,1,23264.1
Xiaomi,Redmi Note 8,256,12,0,28208.75
OnePlus,8T,128,12,1,18873.05
Xiaomi,Mi 11,256,8,3,23654.45
Huawei,P40,128,4,2,17125.57
Huawei,P30,64,4,4,9579.59
Huawei,Mate 40,64,12,0,13596.19
Xiaomi,Redmi Note 8,128,4,1,13413.55
Huawei,P40,256,4,3,23066.62
Oppo,A15,128,12,3,14280.19
Huawei,Mate 40,64,8,5,9889.35
Apple,iPhone 10,128,8,4,18931.45
Huawei,Mate 40,64,6,3,9324.92
Oppo,A15,256,8,1,23638.69
OnePlus,8T,64,4,4,10781.37
Oppo,Find X3,64,6,2,11388.51
OnePlus,9 Pro,256,12,1,30184.86
Apple,iPhone 12,128,4,5,16816.49
Oppo,Reno 5,256,12,5,16937.26
OnePlus,Nord,64,6,2,12854.51
Samsung,Galaxy S10,256,8,0,24706.8
Huawei,Mate 40,256,8,1,25806.34
OnePlus,9 Pro,64,8,1,14151.96
Samsung,Galaxy S21,64,8,3,15382.78
Samsung,Galaxy S20,128,4,1,21277.97
Huawei,Mate 40,64,6,3,11869.32
Oppo,A15,256,4,2,19204.49
Xiaomi,Mi 11,64,8,1,13366.28
Samsung,Galaxy S20,128,6,1,17874.85
Samsung,Galaxy S21,128,6,3,15781.19
Oppo,Reno 5,128,8,3,12546.45
Huawei,Mate 40,64,12,3,13159.06
Xiaomi,Redmi Note 9,256,8,0,23211.84
Samsung,Galaxy S10,128,12,4,16258.02
Xiaomi,Redmi Note 9,128,4,2,15950.01
Xiaomi,Redmi Note 8,64,12,5,7244.97
Oppo,A15,256,8,4,20240.65
Huawei,P30,128,8,2,17499.4
Oppo,Find X3,128,12,3,13352.97
Oppo,A15,64,12,3,8840.52
Huawei,Mate 40,128,6,0,15670.96
Samsung,Galaxy S10,128,6,5,16212.98
OnePlus,8T,128,4,2,15387.08
Xiaomi,Redmi Note 9,64,12,5,8675.26
Oppo,Reno 5,256,12,2,22380.43
Huawei,P30,256,12,0,26377.75
Huawei,P30,128,8,1,15388.86
OnePlus,Nord,128,4,0,17734.1
Oppo,Reno 5,64,4,4,7533.95
Samsung,Galaxy S20,128,12,4,16533.99
Oppo,A15,128,6,2,13046.55
Samsung,Galaxy S10,128,4,4,14359.98
Apple,iPhone 12,256,4,4,24333.26
Apple,iPhone 10,256,12,5,24496.13
Apple,iPhone 12,64,4,1,15549.86
Apple,iPhone 11,64,6,5,11277.15
Huawei,P30,256,4,5,17583.58
Oppo,Find X3,64,12,4,8682.67
Samsung,Galaxy S21,256,6,2,26887.23
Apple,iPhone 10,256,4,4,25873.64
Samsung,Galaxy S10,256,8,1,27865.63
Apple,iPhone 11,64,4,4,15290.63
Samsung,Galaxy S21,256,12,4,22614.72
OnePlus,9 Pro,128,4,4,15319.69
Huawei,P40,256,6,5,18090.5
Samsung,Galaxy S20,64,8,1,17286.27
Samsung,Galaxy S20,128,8,5,13207.76
Oppo,A15,128,12,0,14133.03
OnePlus,Nord,64,4,0,14630.86
Oppo,Reno 5,64,6,1,9900.32
Oppo,Reno 5,64,12,3,10592.4
Apple,iPhone 11,64,8,5,12174.87
OnePlus,Nord,256,6,5,21507.46
Oppo,Find X3,64,6,1,10253.39
Huawei,Mate 40,64,8,5,8303.19
Apple,iPhone 10,128,8,3,16717.63
Apple,iPhone 11,128,6,2,22564.22
Samsung,Galaxy S10,64,4,3,13667.71
Huawei,P30,64,4,3,10805.82
Apple,iPhone 12,128,8,0,23126.47
Huawei,P30,128,8,2,13701.64
Huawei,P30,256,12,3,20922.59
Xiaomi,Redmi Note 9,128,12,2,14378.67
Oppo,Reno 5,128,6,5,9734.28
Samsung,Galaxy S10,64,12,1,14992.86
Xiaomi,Redmi Note 8,256,8,2,24606.16
Apple,iPhone 12,64,6,4,15145.49
Xiaomi,Redmi Note 8,64,8,4,8424.07
Apple,iPhone 12,256,6,5,26779.59
Huawei,P30,64,12,5,8873.38
Apple,iPhone 12,128,4,5,17257.7
Oppo,A15,128,6,1,15701.56
Apple,iPhone 10,64,4,4,12965.13
Huawei,Mate 40,256,8,4,21390.95
Huawei,Mate 40,128,4,5,11476.8
Samsung,Galaxy S20,64,6,1,16343.19
Huawei,Mate 40,256,4,5,22515.08
Huawei,Mate 40,128,12,3,13915.81
Oppo,Reno 5,128,8,3,11769.55
Oppo,Find X3,128,4,5,10379.57
Apple,iPhone 11,64,6,1,15986.2
Apple,iPhone 11,128,8,2,18550.11
Apple,iPhone 12,64,4,1,16739.07
Xiaomi,Mi 11,64,4,5,7370.33
Samsung,Galaxy S10,256,8,4,21097.84
Oppo,A15,128,6,2,14541.62
Oppo,Reno 5,128,8,5,11886.48
Samsung,Galaxy S21,128,12,1,22066.4
Apple,iPhone 10,256,12,1,29649.26
OnePlus,Nord,128,4,5,14151.66
Xiaomi,Redmi Note 9,256,4,4,22803.63
Samsung,Galaxy S21,256,8,0,32986.78
Samsung,Galaxy S21,256,8,1,31959.41
Apple,iPhone 12,256,6,4,29649.52
Samsung,Galaxy S21,128,6,5,17380.59
Samsung,Galaxy S21,64,4,5,9921.41
Oppo,Reno 5,128,12,4,13911.82
OnePlus,9 Pro,256,8,0,25298.62
Xiaomi,Redmi Note 9,128,12,0,16343.03
Samsung,Galaxy S20,256,12,1,30850.7
Apple,iPhone 10,64,6,1,15374.25
Huawei,Mate 40,64,8,0,15968.45
Apple,iPhone 10,256,8,2,31636.99
Oppo,A15,128,6,1,14447.89
Xiaomi,Redmi Note 9,64,4,1,10551.91
Apple,iPhone 12,64,4,0,16173.08
OnePlus,Nord,64,6,5,9857.3
Oppo,Find X3,128,4,1,16307.76
Samsung,Galaxy S21,64,6,0,17424.01
Xiaomi,Redmi Note 8,64,8,4,7217.99
Huawei,Mate 40,64,6,4,10749.72
Xiaomi,Mi 11,128,8,4,13266.06
Samsung,Galaxy S20,128,12,0,19331.97
Samsung,Galaxy S10,128,12,0,20317.69
Xiaomi,Mi 11,128,6,0,14818.91
OnePlus,9 Pro,128,4,3,18398.82
Samsung,Galaxy S10,64,6,2,12878.16
OnePlus,8T,256,4,3,22636.99
Samsung,Galaxy S21,128,8,5,14674.33
OnePlus,Nord,128,4,2,18303.35
Apple,iPhone 10,64,8,5,11431.74
Xiaomi,Redmi Note 8,256,8,2,25283.81
Huawei,P30,128,12,5,14531.38
Oppo,Find X3,256,12,2,23311.49
Samsung,Galaxy S20,64,12,3,14254.67
OnePlus,Nord,256,4,4,25541.73
Xiaomi,Mi 11,256,4,5,21607.73
Xiaomi,Mi 11,64,4,0,12916.62
Huawei,P40,128,8,3,16460.44
Huawei,P40,64,8,5,9641.71
Xiaomi,Mi 11,64,8,1,12877.78
Xiaomi,Redmi Note 8,64,6,4,8983.88
Xiaomi,Redmi Note 9,256,4,0,27625.04
Oppo,Find X3,128,6,1,16946.82
Apple,iPhone 10,256,4,5,21367.47
Oppo,Find X3,128,4,4,10495.44
Huawei,Mate 40,64,6,2,11512.42
Oppo,Find X3,256,8,0,26478.05
Oppo,Reno 5,64,4,4,7338.84
Huawei,P30,64,12,3,9560.59
OnePlus,9 Pro,64,4,3,13848.02
Apple,iPhone 10,64,12,1,19924.27
Huawei,Mate 40,128,6,5,11338.4
Oppo,Reno 5,64,12,5,7566.66
Apple,iPhone 12,256,4,2,28170.71
Oppo,Reno 5,128,4,4,10715.93
Xiaomi,Redmi Note 9,256,8,2,24006.6
Samsung,Galaxy S21,256,8,1,28946.38
Samsung,Galaxy S21,128,6,3,18382.22
Oppo,Find X3,256,4,0,23249.63
Huawei,Mate 40,64,6,3,9525.48
Oppo,Find X3,128,6,0,17352.92
Samsung,Galaxy S10,256,8,0,28904.04
Apple,iPhone 12,128,8,5,20129.9
Apple,iPhone 12,64,8,3,16408.18
Samsung,Galaxy S21,128,6,3,16955.63
OnePlus,Nord,256,4,1,26705.55
Xiaomi,Redmi Note 8,128,12,4,12014.37
Samsung,Galaxy S20,64,12,3,15009.99
Apple,iPhone 10,64,4,2,14083.61
Apple,iPhone 10,64,8,5,11692.47
Samsung,Galaxy S10,64,4,0,13988.27
OnePlus,9 Pro,256,8,2,24818.22
Samsung,Galaxy S20,256,4,0,30822.31
OnePlus,9 Pro,64,8,1,16022.05
Xiaomi,Redmi Note 8,256,4,2,20400.81
Oppo,A15,64,12,2,10486.92
OnePlus,8T,128,12,3,15164.13
Samsung,Galaxy S10,256,12,1,25864.71
Huawei,P30,64,8,1,10653.55
Apple,iPhone 11,128,8,4,19268.55
Apple,iPhone 11,128,8,2,21631.07
Huawei,P30,256,6,3,19822.15
Huawei,P30,256,12,0,26849.85
OnePlus,8T,128,6,1,15810.51
Xiaomi,Redmi Note 9,256,6,0,21869.97
Oppo,A15,128,4,3,13419.73
Samsung,Galaxy S20,64,6,3,11836.01
Apple,iPhone 12,128,8,2,19719.78
OnePlus,Nord,64,12,4,12077.11
Xiaomi,Mi 11,128,12,4,14546.54
Xiaomi,Redmi Note 8,64,8,3,9526.75
Apple,iPhone 10,64,6,1,18283.22
OnePlus,Nord,64,6,1,12161.52
OnePlus,Nord,128,12,3,16649.25
OnePlus,8T,64,4,1,15999.11
Xiaomi,Redmi Note 9,128,12,2,16423.09
OnePlus,9 Pro,64,12,1,17285.92
Huawei,P30,64,4,4,8242.86
Xiaomi,Redmi Note 9,128,8,0,16528.0
Xiaomi,Redmi Note 9,128,6,4,13417.49
Xiaomi,Redmi Note 8,64,4,3,10031.54
Apple,iPhone 11,256,12,3,27539.0
Xiaomi,Redmi Note 8,128,12,4,12356.98
Huawei,P40,256,8,0,29601.79
Oppo,A15,128,12,0,14998.05
Huawei,Mate 40,128,8,5,11771.36
OnePlus,Nord,128,8,4,16522.2
Huawei,Mate 40,128,8,1,15339.86
Xiaomi,Redmi Note 9,128,4,5,9760.15
Apple,iPhone 10,256,12,2,26645.28
OnePlus,8T,128,6,4,14013.36
Apple,iPhone 11,128,4,5,14687.43
Samsung,Galaxy S10,256,12,0,27459.87
Samsung,Galaxy S20,64,8,5,11553.95
Oppo,Find X3,64,4,1,9341.41
OnePlus,Nord,128,8,3,14678.14
OnePlus,8T,64,8,5,9965.83
Apple,iPhone 10,64,6,2,15514.47
Samsung,Galaxy S20,64,6,0,13898.7
Oppo,Find X3,64,12,3,9015.06
Samsung,Galaxy S10,64,6,0,15103.04
Apple,iPhone 12,256,6,4,29098.11
Oppo,A15,64,6,0,12085.84
Huawei,P40,128,12,2,18242.19
Oppo,Find X3,256,12,2,24371.54
Samsung,Galaxy S10,256,8,4,21352.55
OnePlus,9 Pro,128,8,4,14734.4
Apple,iPhone 12,128,6,4,18500.08
OnePlus,8T,256,4,3,23288.02
Samsung,Galaxy S21,64,8,3,12768.33
OnePlus,8T,128,4,2,18523.55
Oppo,Reno 5,128,8,2,14344.38
Oppo,Find X3,64,6,5,6062.31
Huawei,P30,64,12,0,13413.57
Huawei,P30,64,12,5,7783.93
Huawei,Mate 40,128,12,5,12168.51
Apple,iPhone 10,64,6,0,15800.66
Huawei,P40,256,4,4,24248.9
OnePlus,8T,256,8,1,28702.05
Apple,iPhone 10,64,4,3,12593.72
Oppo,A15,128,12,4,12274.31
Xiaomi,Redmi Note 8,128,8,4,13018.53
Xiaomi,Mi 11,256,8,0,25987.58
Xiaomi,Redmi Note 9,64,6,0,12800.36
Xiaomi,Redmi Note 8,256,12,3,24534.52
OnePlus,9 Pro,128,12,3,18194.56
Samsung,Galaxy S10,128,4,4,15594.07
Samsung,Galaxy S21,64,6,5,11153.58
Xiaomi,Redmi Note 8,64,4,2,11117.32
Huawei,P40,128,4,0,18351.19
Xiaomi,Redmi Note 8,64,6,3,8817.87
Apple,iPhone 12,128,6,1,23733.36
OnePlus,8T,128,4,1,16107.0
Samsung,Galaxy S21,64,12,0,19819.44
Apple,iPhone 12,256,4,4,25370.87
Samsung,Galaxy S20,128,12,1,21027.09
Samsung,Galaxy S10,128,8,3,15382.05
Huawei,P40,64,8,3,12085.33
Huawei,P40,256,6,5,21788.14
Apple,iPhone 10,256,8,5,27360.51
Samsung,Galaxy S10,128,6,4,16113.46
OnePlus,8T,64,6,2,15015.11
OnePlus,8T,128,4,1,18883.83
Apple,iPhone 10,128,6,2,18747.23
Xiaomi,Redmi Note 8,256,6,0,25372.85
Xiaomi,Redmi Note 9,256,12,0,27742.2
Xiaomi,Redmi Note 9,256,4,4,22369.16
Oppo,A15,128,8,1,13523.26
Oppo,Find X3,64,4,1,11213.51
Oppo,Reno 5,64,12,4,9404.19
Oppo,Find X3,256,8,4,20291.58
Huawei,P30,256,4,2,23507.99
Xiaomi,Redmi Note 8,128,6,0,15835.22
OnePlus,Nord,64,4,4,10297.87
Samsung,Galaxy S21,128,8,0,21285.54
OnePlus,Nord,64,8,1,14803.62
Huawei,P40,128,12,5,14700.81
Xiaomi,Mi 11,64,4,2,9712.3
Xiaomi,Redmi Note 9,256,8,2,24117.9
Samsung,Galaxy S21,64,6,0,17265.15
OnePlus,Nord,64,6,3,12954.98
Huawei,P30,256,8,4,21783.87
Samsung,Galaxy S21,128,6,3,16832.11
Apple,iPhone 11,128,4,0,19377.28
Xiaomi,Mi 11,128,6,0,19056.7
Xiaomi,Mi 11,256,4,1,26480.66
Samsung,Galaxy S21,64,4,5,11667.45
Samsung,Galaxy S20,128,4,5,12837.97
Oppo,A15,256,8,4,19241.07
Apple,iPhone 10,256,4,0,33023.99
Apple,iPhone 11,128,6,2,22346.95
Oppo,A15,64,6,3,9358.18
Huawei,Mate 40,256,12,5,22402.15
OnePlus,9 Pro,128,12,2,19112.67
Huawei,P30,128,6,5,12314.3
Huawei,P40,256,12,2,25923.84
OnePlus,8T,128,12,3,17287.27
Samsung,Galaxy S10,64,4,3,12242.8
Samsung,Galaxy S21,64,8,3,13387.36
Oppo,A15,256,4,4,19240.25
Oppo,Reno 5,128,4,5,10374.08
Apple,iPhone 10,128,12,0,20973.74
Huawei,Mate 40,64,6,2,12398.04
Huawei,P30,256,12,4,24387.95
OnePlus,Nord,64,12,1,15400.21
OnePlus,8T,256,8,1,26850.64
Samsung,Galaxy S10,256,4,3,21787.8
Xiaomi,Mi 11,128,12,3,12822.89
Samsung,Galaxy S21,128,4,5,17017.05
Xiaomi,Mi 11,64,6,1,13367.87
Samsung,Galaxy S20,64,4,0,15758.6
Xiaomi,Mi 11,64,6,3,10254.4
Oppo,A15,64,6,3,8123.81
OnePlus,8T,64,6,1,15627.45
Apple,iPhone 10,64,6,5,14016.27
Huawei,P40,128,4,2,13550.2
OnePlus,8T,128,8,4,15757.49
OnePlus,Nord,256,8,4,20026.51
Apple,iPhone 11,64,8,0,20679.89
Oppo,Find X3,256,12,4,21970.71
OnePlus,Nord,64,6,4,10965.38
